"","DEPARTMENT","WORK.GROUP","CREATION.YEAR","CREATION.MONTH","Number.Of.Cases","Number.Of.Open.Cases","Number.Of.Cases.Exceeding.Timeframe","Percent.Of.Cases.Exceeding.Timeframe","UniqueID","Mean.Days.To.Close.Of.Closed.Cases","Median.Days.To.Close.Closed.Cases","Standard.Deviation","Above.One.Standard.Deviation","Above.Two.Standard.Deviations","Above.Three.Standard.Deviations","Below.One.Standard.Deviation","Below.Two.Standard.Deviations","Below.Three.Standard.Deviations","Month.Year","Date.End.Month"
"5946","Public Works","Public Works-Street and Traffic-Street Operations",2013,12,1,0,1,100,"Public Works Public Works-Street and Traffic-Street Operations 2013 12",163,163,NA,NA,NA,NA,NA,NA,NA,"2013.12","2013/12/31"
"5947","Public Works","Public Works-Street and Traffic-Street Operations",2014,1,1,0,0,0,"Public Works Public Works-Street and Traffic-Street Operations 2014 1",1,1,NA,NA,NA,NA,NA,NA,NA,"2014.1","2014/01/31"
"5948","Public Works","Public Works-Street and Traffic-Street Operations",2014,4,3,0,0,0,"Public Works Public Works-Street and Traffic-Street Operations 2014 4",3.33333333333333,3,1.52752523165195,4.86085856498528,6.38838379663723,7.91590902828917,1.80580810168139,0.27828287002944,-1.24924236162251,"2014.4","2014/04/30"
"5949","Public Works","Public Works-Street and Traffic-Street Operations",2014,5,2,0,0,0,"Public Works Public Works-Street and Traffic-Street Operations 2014 5",2.5,2.5,0.707106781186548,3.20710678118655,3.91421356237309,4.62132034355964,1.79289321881345,1.0857864376269,0.378679656440357,"2014.5","2014/05/31"
"5950","Public Works","Public Works-Street and Traffic-Street Operations",2014,6,1,0,0,0,"Public Works Public Works-Street and Traffic-Street Operations 2014 6",8,8,NA,NA,NA,NA,NA,NA,NA,"2014.6","2014/06/30"
"5951","Public Works","Public Works-Street and Traffic-Street Operations",2014,8,5,0,0,0,"Public Works Public Works-Street and Traffic-Street Operations 2014 8",2,3,1.87082869338697,3.87082869338697,5.74165738677394,7.61248608016091,0.129171306613029,-1.74165738677394,-3.61248608016091,"2014.8","2014/08/31"
"5952","Public Works","Public Works-Street and Traffic-Street Operations",2014,9,3,0,0,0,"Public Works Public Works-Street and Traffic-Street Operations 2014 9",2.33333333333333,0,4.04145188432738,6.37478521766071,10.4162371019881,14.4576889863155,-1.70811855099405,-5.74957043532143,-9.79102231964881,"2014.9","2014/09/30"
"5953","Public Works","Public Works-Street and Traffic-Street Operations",2014,10,2,0,0,0,"Public Works Public Works-Street and Traffic-Street Operations 2014 10",2,2,1.4142135623731,3.41421356237309,4.82842712474619,6.24264068711929,0.585786437626905,-0.82842712474619,-2.24264068711929,"2014.10","2014/10/31"
"5954","Public Works","Public Works-Street and Traffic-Street Operations",2014,11,1,0,0,0,"Public Works Public Works-Street and Traffic-Street Operations 2014 11",0,0,NA,NA,NA,NA,NA,NA,NA,"2014.11","2014/11/30"
"5955","Public Works","Public Works-Street and Traffic-Street Operations",2015,1,5,0,0,0,"Public Works Public Works-Street and Traffic-Street Operations 2015 1",4,4,1.22474487139159,5.22474487139159,6.44948974278318,7.67423461417477,2.77525512860841,1.55051025721682,0.325765385825233,"2015.1","2015/01/31"
"5956","Public Works","Public Works-Street and Traffic-Street Operations",2015,3,6,0,0,0,"Public Works Public Works-Street and Traffic-Street Operations 2015 3",1.83333333333333,1.5,1.47196014438797,3.30529347772131,4.77725362210928,6.24921376649726,0.361373188945359,-1.11058695544262,-2.58254709983059,"2015.3","2015/03/31"
"5957","Public Works","Public Works-Street and Traffic-Street Operations",2015,4,3,0,0,0,"Public Works Public Works-Street and Traffic-Street Operations 2015 4",4.66666666666667,5,0.577350269189626,5.24401693585629,5.82136720504592,6.39871747423554,4.08931639747704,3.51196612828742,2.93461585909779,"2015.4","2015/04/30"
"5958","Public Works","Public Works-Street and Traffic-Street Operations",2015,5,2,0,0,0,"Public Works Public Works-Street and Traffic-Street Operations 2015 5",1.5,1.5,0.707106781186548,2.20710678118655,2.91421356237309,3.62132034355964,0.792893218813452,0.0857864376269049,-0.621320343559643,"2015.5","2015/05/31"
"5959","Public Works","Public Works-Street and Traffic-Street Operations",2015,6,3,0,0,0,"Public Works Public Works-Street and Traffic-Street Operations 2015 6",3.33333333333333,4,3.05505046330389,6.38838379663723,9.44343425994112,12.498484723245,0.27828287002944,-2.77676759327445,-5.83181805657835,"2015.6","2015/06/30"
"5960","Public Works","Public Works-Street and Traffic-Street Operations",2015,8,1,0,1,100,"Public Works Public Works-Street and Traffic-Street Operations 2015 8",13,13,NA,NA,NA,NA,NA,NA,NA,"2015.8","2015/08/31"
"5961","Public Works","Public Works-Street and Traffic-Street Operations",2015,12,1,1,1,100,"Public Works Public Works-Street and Traffic-Street Operations 2015 12",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015.12","2015/12/31"
"5962","Public Works","Public Works-Street and Traffic-Streetlights",2007,1,61,0,2,3.27868852459016,"Public Works Public Works-Street and Traffic-Streetlights 2007 1",4.18032786885246,3,6.85202694274064,11.0323548115931,17.8843817543337,24.7364086970744,-2.67169907388818,-9.52372601662882,-16.3757529593695,"2007.1","2007/01/31"
"5963","Public Works","Public Works-Street and Traffic-Streetlights",2007,2,84,0,1,1.19047619047619,"Public Works Public Works-Street and Traffic-Streetlights 2007 2",2.83333333333333,2,2.85316705592154,5.68650038925487,8.53966744517641,11.392834501098,-0.0198337225882055,-2.87300077850974,-5.72616783443128,"2007.2","2007/02/28"
"5964","Public Works","Public Works-Street and Traffic-Streetlights",2007,3,142,0,2,1.40845070422535,"Public Works Public Works-Street and Traffic-Streetlights 2007 3",2.43661971830986,2,2.57776853505462,5.01438825336448,7.59215678841911,10.1699253234737,-0.141148816744764,-2.71891735179939,-5.29668588685401,"2007.3","2007/03/31"
"5965","Public Works","Public Works-Street and Traffic-Streetlights",2007,4,107,0,8,7.47663551401869,"Public Works Public Works-Street and Traffic-Streetlights 2007 4",2.70093457943925,2,3.78231972664233,6.48325430608158,10.2655740327239,14.0478937593662,-1.08138514720307,-4.8637048738454,-8.64602460048773,"2007.4","2007/04/30"
"5966","Public Works","Public Works-Street and Traffic-Streetlights",2007,5,138,0,9,6.52173913043478,"Public Works Public Works-Street and Traffic-Streetlights 2007 5",3.31159420289855,2,6.13688230677967,9.44847650967822,15.5853588164579,21.7222411232376,-2.82528810388112,-8.96217041066079,-15.0990527174405,"2007.5","2007/05/31"
"5967","Public Works","Public Works-Street and Traffic-Streetlights",2007,6,122,0,4,3.27868852459016,"Public Works Public Works-Street and Traffic-Streetlights 2007 6",2.80327868852459,1,4.0178102342838,6.82108892280839,10.8388991570922,14.856709391376,-1.21453154575921,-5.232341780043,-9.2501520143268,"2007.6","2007/06/30"
"5968","Public Works","Public Works-Street and Traffic-Streetlights",2007,7,100,0,12,12,"Public Works Public Works-Street and Traffic-Streetlights 2007 7",4.19,3,3.77309721929645,7.96309721929645,11.7361944385929,15.5092916578894,0.416902780703549,-3.3561944385929,-7.12929165788935,"2007.7","2007/07/31"
"5969","Public Works","Public Works-Street and Traffic-Streetlights",2007,8,148,0,3,2.02702702702703,"Public Works Public Works-Street and Traffic-Streetlights 2007 8",2.16891891891892,2,1.81972754749788,3.9886464664168,5.80837401391467,7.62810156141255,0.349191371421042,-1.47053617607683,-3.29026372357471,"2007.8","2007/08/31"
"5970","Public Works","Public Works-Street and Traffic-Streetlights",2007,9,139,0,4,2.87769784172662,"Public Works Public Works-Street and Traffic-Streetlights 2007 9",2.28776978417266,2,2.71934722643523,5.00711701060789,7.72646423704312,10.4458114634783,-0.431577442262566,-3.15092466869779,-5.87027189513302,"2007.9","2007/09/30"
"5971","Public Works","Public Works-Street and Traffic-Streetlights",2007,10,185,0,3,1.62162162162162,"Public Works Public Works-Street and Traffic-Streetlights 2007 10",2.18918918918919,1,3.14018344311351,5.3293726323027,8.46955607541622,11.6097395185297,-0.950994253924326,-4.09117769703784,-7.23136114015136,"2007.10","2007/10/31"
"5972","Public Works","Public Works-Street and Traffic-Streetlights",2007,11,227,0,27,11.8942731277533,"Public Works Public Works-Street and Traffic-Streetlights 2007 11",3.11894273127753,2,5.26122422000487,8.3801669512824,13.6413911712873,18.9026153912921,-2.14228148872734,-7.40350570873221,-12.6647299287371,"2007.11","2007/11/30"
"5973","Public Works","Public Works-Street and Traffic-Streetlights",2007,12,253,0,0,0,"Public Works Public Works-Street and Traffic-Streetlights 2007 12",2.72332015810277,2,3.50432409253264,6.22764425063541,9.73196834316805,13.2362924357007,-0.781003934429877,-4.28532802696252,-7.78965211949516,"2007.12","2007/12/31"
"5974","Public Works","Public Works-Street and Traffic-Streetlights",2008,1,277,0,2,0.72202166064982,"Public Works Public Works-Street and Traffic-Streetlights 2008 1",2.66787003610108,2,4.10524763296634,6.77311766906742,10.8783653020338,14.9836129350001,-1.43737759686525,-5.54262522983159,-9.64787286279793,"2008.1","2008/01/31"
"5975","Public Works","Public Works-Street and Traffic-Streetlights",2008,2,182,0,0,0,"Public Works Public Works-Street and Traffic-Streetlights 2008 2",2.27472527472527,2,2.23268504737998,4.50741032210525,6.74009536948523,8.9727804168652,0.0420402273452991,-2.19064482003468,-4.42332986741465,"2008.2","2008/02/29"
"5976","Public Works","Public Works-Street and Traffic-Streetlights",2008,3,184,0,1,0.543478260869565,"Public Works Public Works-Street and Traffic-Streetlights 2008 3",2.01630434782609,1,1.84798086084718,3.86428520867327,5.71226606952046,7.56024693036764,0.168323486978902,-1.67965737386828,-3.52763823471547,"2008.3","2008/03/31"
"5977","Public Works","Public Works-Street and Traffic-Streetlights",2008,4,165,0,2,1.21212121212121,"Public Works Public Works-Street and Traffic-Streetlights 2008 4",2.41818181818182,1,3.36784060379855,5.78602242198037,9.15386302577893,12.5217036295775,-0.949658785616737,-4.31749938941529,-7.68533999321385,"2008.4","2008/04/30"
"5978","Public Works","Public Works-Street and Traffic-Streetlights",2008,5,205,0,0,0,"Public Works Public Works-Street and Traffic-Streetlights 2008 5",2.10243902439024,1,2.64838905945376,4.750828083844,7.39921714329776,10.0476062027515,-0.545950035063514,-3.19433909451727,-5.84272815397103,"2008.5","2008/05/31"
"5979","Public Works","Public Works-Street and Traffic-Streetlights",2008,6,201,0,1,0.497512437810945,"Public Works Public Works-Street and Traffic-Streetlights 2008 6",3.11940298507463,2,8.12254095968688,11.2419439447615,19.3644849044484,27.4870258641353,-5.00313797461225,-13.1256789342991,-21.248219893986,"2008.6","2008/06/30"
"5980","Public Works","Public Works-Street and Traffic-Streetlights",2008,7,232,0,24,10.3448275862069,"Public Works Public Works-Street and Traffic-Streetlights 2008 7",4.60775862068965,2,4.85874319455776,9.46650181524741,14.3252450098052,19.1839882043629,-0.250984573868101,-5.10972776842586,-9.96847096298361,"2008.7","2008/07/31"
"5981","Public Works","Public Works-Street and Traffic-Streetlights",2008,8,230,0,2,0.869565217391304,"Public Works Public Works-Street and Traffic-Streetlights 2008 8",3.45217391304348,1,11.8901401141739,15.3423140272174,27.2324541413913,39.1225942555653,-8.43796620113045,-20.3281063153044,-32.2182464294783,"2008.8","2008/08/31"
"5982","Public Works","Public Works-Street and Traffic-Streetlights",2008,9,232,0,0,0,"Public Works Public Works-Street and Traffic-Streetlights 2008 9",2.01293103448276,1,2.34378722540971,4.35671825989247,6.70050548530218,9.04429271071188,-0.33085619092695,-2.67464341633666,-5.01843064174637,"2008.9","2008/09/30"
"5983","Public Works","Public Works-Street and Traffic-Streetlights",2008,10,244,0,1,0.409836065573771,"Public Works Public Works-Street and Traffic-Streetlights 2008 10",2.51639344262295,1,8.12680734598801,10.643200788611,18.770008134599,26.896815480587,-5.61041390336506,-13.7372212493531,-21.8640285953411,"2008.10","2008/10/31"
"5984","Public Works","Public Works-Street and Traffic-Streetlights",2008,11,161,0,0,0,"Public Works Public Works-Street and Traffic-Streetlights 2008 11",2.03726708074534,1,1.72078542662124,3.75805250736658,5.47883793398782,7.19962336060907,0.3164816541241,-1.40430377249714,-3.12508919911838,"2008.11","2008/11/30"
"5985","Public Works","Public Works-Street and Traffic-Streetlights",2008,12,215,0,0,0,"Public Works Public Works-Street and Traffic-Streetlights 2008 12",2.8,1,3.69794082634378,6.49794082634378,10.1958816526876,13.8938224790314,-0.897940826343785,-4.59588165268757,-8.29382247903136,"2008.12","2008/12/31"
"5986","Public Works","Public Works-Street and Traffic-Streetlights",2009,1,268,0,2,0.746268656716418,"Public Works Public Works-Street and Traffic-Streetlights 2009 1",2.22014925373134,1,2.72043948450905,4.94058873824039,7.66102822274944,10.3814677072585,-0.500290230777703,-3.22072971528675,-5.9411691997958,"2009.1","2009/01/31"
"5987","Public Works","Public Works-Street and Traffic-Streetlights",2009,2,233,0,0,0,"Public Works Public Works-Street and Traffic-Streetlights 2009 2",2.50214592274678,2,2.99154622619179,5.49369214893857,8.48523837513036,11.4767846013221,-0.489400303445009,-3.4809465296368,-6.47249275582859,"2009.2","2009/02/28"
"5988","Public Works","Public Works-Street and Traffic-Streetlights",2009,3,165,0,0,0,"Public Works Public Works-Street and Traffic-Streetlights 2009 3",1.55757575757576,1,1.50750769585673,3.06508345343248,4.57259114928921,6.08009884514594,0.0500680617190314,-1.45743963413769,-2.96494732999442,"2009.3","2009/03/31"
"5989","Public Works","Public Works-Street and Traffic-Streetlights",2009,4,147,0,0,0,"Public Works Public Works-Street and Traffic-Streetlights 2009 4",3.01360544217687,1,7.07589618174015,10.089501623917,17.1653978056572,24.2412939873973,-4.06229073956328,-11.1381869213034,-18.2140831030436,"2009.4","2009/04/30"
"5990","Public Works","Public Works-Street and Traffic-Streetlights",2009,5,156,0,1,0.641025641025641,"Public Works Public Works-Street and Traffic-Streetlights 2009 5",2.07692307692308,2,1.77632626158402,3.85324933850709,5.62957560009111,7.40590186167513,0.30059681533906,-1.47572944624496,-3.25205570782897,"2009.5","2009/05/31"
"5991","Public Works","Public Works-Street and Traffic-Streetlights",2009,6,182,0,1,0.549450549450549,"Public Works Public Works-Street and Traffic-Streetlights 2009 6",2.91758241758242,1,17.4250983868532,20.3426808044356,37.7677791912887,55.1928775781419,-14.5075159692707,-31.9326143561239,-49.357712742977,"2009.6","2009/06/30"
"5992","Public Works","Public Works-Street and Traffic-Streetlights",2009,7,193,0,28,14.5077720207254,"Public Works Public Works-Street and Traffic-Streetlights 2009 7",4.48186528497409,2,7.42398510477519,11.9058503897493,19.3298354945245,26.7538205992997,-2.9421198198011,-10.3661049245763,-17.7900900293515,"2009.7","2009/07/31"
"5993","Public Works","Public Works-Street and Traffic-Streetlights",2009,8,181,0,3,1.65745856353591,"Public Works Public Works-Street and Traffic-Streetlights 2009 8",4.01657458563536,2,21.6115902901202,25.6281648757556,47.2397551658758,68.851345455996,-17.5950157044849,-39.2066059946051,-60.8181962847253,"2009.8","2009/08/31"
"5994","Public Works","Public Works-Street and Traffic-Streetlights",2009,9,158,0,0,0,"Public Works Public Works-Street and Traffic-Streetlights 2009 9",1.94936708860759,1,1.54671407753213,3.49608116613972,5.04279524367185,6.58950932120397,0.40265301107547,-1.14406106645666,-2.69077514398878,"2009.9","2009/09/30"
"5995","Public Works","Public Works-Street and Traffic-Streetlights",2009,10,245,0,3,1.22448979591837,"Public Works Public Works-Street and Traffic-Streetlights 2009 10",2.83673469387755,2,5.81809972207811,8.65483441595567,14.4729341380338,20.2910338601119,-2.98136502820056,-8.79946475027868,-14.6175644723568,"2009.10","2009/10/31"
"5996","Public Works","Public Works-Street and Traffic-Streetlights",2009,11,175,0,0,0,"Public Works Public Works-Street and Traffic-Streetlights 2009 11",2.42285714285714,2,2.37165804971162,4.79451519256876,7.16617324228038,9.537831291992,0.0511990931455242,-2.32045895656609,-4.69211700627771,"2009.11","2009/11/30"
"5997","Public Works","Public Works-Street and Traffic-Streetlights",2009,12,157,0,0,0,"Public Works Public Works-Street and Traffic-Streetlights 2009 12",2.77707006369427,2,4.00095938192689,6.77802944562116,10.7789888275481,14.779948209475,-1.22388931823263,-5.22484870015952,-9.22580808208642,"2009.12","2009/12/31"
"5998","Public Works","Public Works-Street and Traffic-Streetlights",2010,1,146,0,0,0,"Public Works Public Works-Street and Traffic-Streetlights 2010 1",2.23972602739726,1,2.22928717390373,4.46901320130099,6.69830037520473,8.92758754910846,0.0104388534935276,-2.2188483204102,-4.44813549431394,"2010.1","2010/01/31"
"5999","Public Works","Public Works-Street and Traffic-Streetlights",2010,2,152,0,0,0,"Public Works Public Works-Street and Traffic-Streetlights 2010 2",2.30263157894737,1,2.34178703960538,4.64441861855275,6.98620565815813,9.3279926977635,-0.03915546065801,-2.38094250026339,-4.72272953986877,"2010.2","2010/02/28"
"6000","Public Works","Public Works-Street and Traffic-Streetlights",2010,3,186,0,0,0,"Public Works Public Works-Street and Traffic-Streetlights 2010 3",2.12365591397849,1,2.52571200983812,4.64936792381661,7.17507993365473,9.70079194349285,-0.402056095859623,-2.92776810569774,-5.45348011553586,"2010.3","2010/03/31"
"6001","Public Works","Public Works-Street and Traffic-Streetlights",2010,4,229,0,1,0.436681222707424,"Public Works Public Works-Street and Traffic-Streetlights 2010 4",3.63755458515284,2,13.4221140239126,17.0596686090654,30.481782632978,43.9038966568906,-9.78455943875975,-23.2066734626723,-36.6287874865849,"2010.4","2010/04/30"
"6002","Public Works","Public Works-Street and Traffic-Streetlights",2010,5,231,0,23,9.95670995670996,"Public Works Public Works-Street and Traffic-Streetlights 2010 5",3.58874458874459,2,5.53169945422496,9.12044404296955,14.6521434971945,20.1838429514195,-1.94295486548038,-7.47465431970534,-13.0063537739303,"2010.5","2010/05/31"
"6003","Public Works","Public Works-Street and Traffic-Streetlights",2010,6,222,0,95,42.7927927927928,"Public Works Public Works-Street and Traffic-Streetlights 2010 6",8.95945945945946,4,12.4636367257103,21.4230961851698,33.8867329108801,46.3503696365905,-3.50417726625088,-15.9678139919612,-28.4314507176716,"2010.6","2010/06/30"
"6004","Public Works","Public Works-Street and Traffic-Streetlights",2010,7,229,0,50,21.8340611353712,"Public Works Public Works-Street and Traffic-Streetlights 2010 7",1.81222707423581,1,2.52263939001808,4.33486646425389,6.85750585427198,9.38014524429006,-0.710412315782277,-3.23305170580036,-5.75569109581845,"2010.7","2010/07/31"
"6005","Public Works","Public Works-Street and Traffic-Streetlights",2010,8,229,0,59,25.764192139738,"Public Works Public Works-Street and Traffic-Streetlights 2010 8",1.44978165938865,1,2.71986881220897,4.16965047159762,6.88951928380659,9.60938809601557,-1.27008715282033,-3.9899559650293,-6.70982477723827,"2010.8","2010/08/31"
"6006","Public Works","Public Works-Street and Traffic-Streetlights",2010,9,409,0,153,37.4083129584352,"Public Works Public Works-Street and Traffic-Streetlights 2010 9",2.20048899755501,1,2.72405762721234,4.92454662476735,7.64860425197969,10.372661879192,-0.523568629657329,-3.24762625686967,-5.97168388408201,"2010.9","2010/09/30"
"6007","Public Works","Public Works-Street and Traffic-Streetlights",2010,10,356,0,108,30.3370786516854,"Public Works Public Works-Street and Traffic-Streetlights 2010 10",1.9438202247191,1,4.34396988696485,6.28779011168395,10.6317599986488,14.9757298856137,-2.40014966224575,-6.7441195492106,-11.0880894361755,"2010.10","2010/10/31"
"6008","Public Works","Public Works-Street and Traffic-Streetlights",2010,11,426,0,79,18.5446009389671,"Public Works Public Works-Street and Traffic-Streetlights 2010 11",1.35446009389671,1,1.60841648529492,2.96287657919163,4.57129306448655,6.17970954978147,-0.253956391398204,-1.86237287669312,-3.47078936198804,"2010.11","2010/11/30"
"6009","Public Works","Public Works-Street and Traffic-Streetlights",2010,12,257,0,57,22.1789883268482,"Public Works Public Works-Street and Traffic-Streetlights 2010 12",1.19066147859922,1,1.34869379451448,2.5393552731137,3.88804906762819,5.23674286214267,-0.158032315915261,-1.50672611042974,-2.85541990494422,"2010.12","2010/12/31"
"6010","Public Works","Public Works-Street and Traffic-Streetlights",2011,1,303,0,86,28.3828382838284,"Public Works Public Works-Street and Traffic-Streetlights 2011 1",1.82838283828383,1,2.81967772546192,4.64806056374575,7.46773828920766,10.2874160146696,-0.991294887178089,-3.81097261264001,-6.63065033810192,"2011.1","2011/01/31"
"6011","Public Works","Public Works-Street and Traffic-Streetlights",2011,2,236,0,75,31.7796610169492,"Public Works Public Works-Street and Traffic-Streetlights 2011 2",1.88983050847458,1,3.09641906643467,4.98624957490924,8.08266864134391,11.1790877077786,-1.20658855796009,-4.30300762439476,-7.39942669082943,"2011.2","2011/02/28"
"6012","Public Works","Public Works-Street and Traffic-Streetlights",2011,3,347,0,86,24.7838616714697,"Public Works Public Works-Street and Traffic-Streetlights 2011 3",1.44092219020173,1,3.11510347618477,4.5560256663865,7.67112914257128,10.786232618756,-1.67418128598304,-4.78928476216782,-7.90438823835259,"2011.3","2011/03/31"
"6013","Public Works","Public Works-Street and Traffic-Streetlights",2011,4,229,0,52,22.707423580786,"Public Works Public Works-Street and Traffic-Streetlights 2011 4",1.51091703056769,1,1.64799546954695,3.15891250011464,4.80690796966159,6.45490343920854,-0.137078438979266,-1.78507390852622,-3.43306937807317,"2011.4","2011/04/30"
"6014","Public Works","Public Works-Street and Traffic-Streetlights",2011,5,233,0,29,12.4463519313305,"Public Works Public Works-Street and Traffic-Streetlights 2011 5",1.51931330472103,1,3.28539288715502,4.80470619187605,8.09009907903106,11.3754919661861,-1.76607958243399,-5.051472469589,-8.33686535674402,"2011.5","2011/05/31"
"6015","Public Works","Public Works-Street and Traffic-Streetlights",2011,6,328,0,66,20.1219512195122,"Public Works Public Works-Street and Traffic-Streetlights 2011 6",1.20426829268293,1,1.16171604639311,2.36598433907603,3.52770038546914,4.68941643186224,0.0425522462898211,-1.11916380010328,-2.28087984649639,"2011.6","2011/06/30"
"6016","Public Works","Public Works-Street and Traffic-Streetlights",2011,7,298,0,128,42.9530201342282,"Public Works Public Works-Street and Traffic-Streetlights 2011 7",2.91946308724832,1,3.4475712985959,6.36703438584422,9.81460568444012,13.262176983036,-0.528108211347579,-3.97567950994348,-7.42325080853938,"2011.7","2011/07/31"
"6017","Public Works","Public Works-Street and Traffic-Streetlights",2011,8,387,0,107,27.6485788113695,"Public Works Public Works-Street and Traffic-Streetlights 2011 8",1.33333333333333,1,1.4269791274058,2.76031246073913,4.18729158814493,5.61427071555072,-0.0936457940724638,-1.52062492147826,-2.94760404888406,"2011.8","2011/08/31"
"6018","Public Works","Public Works-Street and Traffic-Streetlights",2011,9,297,0,88,29.6296296296296,"Public Works Public Works-Street and Traffic-Streetlights 2011 9",1.37710437710438,1,1.32767362808684,2.70477800519122,4.03245163327805,5.36012526136489,0.0494307490175392,-1.2782428790693,-2.60591650715614,"2011.9","2011/09/30"
"6019","Public Works","Public Works-Street and Traffic-Streetlights",2011,10,231,0,64,27.7056277056277,"Public Works Public Works-Street and Traffic-Streetlights 2011 10",1.45454545454545,1,1.61685783203467,3.07140328658013,4.6882611186148,6.30511895064947,-0.162312377489216,-1.77917020952389,-3.39602804155856,"2011.10","2011/10/31"
"6020","Public Works","Public Works-Street and Traffic-Streetlights",2011,11,276,0,89,32.2463768115942,"Public Works Public Works-Street and Traffic-Streetlights 2011 11",1.71376811594203,1,2.3466708962113,4.06043901215333,6.40710990836464,8.75378080457594,-0.632902780269276,-2.97957367648058,-5.32624457269189,"2011.11","2011/11/30"
"6021","Public Works","Public Works-Street and Traffic-Streetlights",2011,12,205,0,53,25.8536585365854,"Public Works Public Works-Street and Traffic-Streetlights 2011 12",1.75609756097561,1,2.2226605657264,3.97875812670201,6.2014186924284,8.4240792581548,-0.466563004750786,-2.68922357047718,-4.91188413620358,"2011.12","2011/12/31"
"6022","Public Works","Public Works-Street and Traffic-Streetlights",2012,1,236,0,69,29.2372881355932,"Public Works Public Works-Street and Traffic-Streetlights 2012 1",1.5635593220339,1,1.97865913137358,3.54221845340748,5.52087758478105,7.49953671615463,-0.41509980933968,-2.39375894071326,-4.37241807208684,"2012.1","2012/01/31"
"6023","Public Works","Public Works-Street and Traffic-Streetlights",2012,2,184,0,61,33.1521739130435,"Public Works Public Works-Street and Traffic-Streetlights 2012 2",1.35869565217391,1,1.13639754587736,2.49509319805127,3.63149074392862,4.76788828980598,0.222298106296558,-0.914099439580798,-2.05049698545815,"2012.2","2012/02/29"
"6024","Public Works","Public Works-Street and Traffic-Streetlights",2012,3,230,0,52,22.6086956521739,"Public Works Public Works-Street and Traffic-Streetlights 2012 3",1.4,1,1.55144671180267,2.95144671180267,4.50289342360534,6.05434013540801,-0.151446711802671,-1.70289342360534,-3.25434013540801,"2012.3","2012/03/31"
"6025","Public Works","Public Works-Street and Traffic-Streetlights",2012,4,204,0,44,21.5686274509804,"Public Works Public Works-Street and Traffic-Streetlights 2012 4",1.33823529411765,1,2.06025222606465,3.3984875201823,5.45873974624695,7.5189919723116,-0.722016931947003,-2.78226915801165,-4.8425213840763,"2012.4","2012/04/30"
"6026","Public Works","Public Works-Street and Traffic-Streetlights",2012,5,207,0,63,30.4347826086957,"Public Works Public Works-Street and Traffic-Streetlights 2012 5",1.71014492753623,1,7.49064422795315,9.20078915548938,16.6914333834425,24.1820776113957,-5.78049930041691,-13.2711435283701,-20.7617877563232,"2012.5","2012/05/31"
"6027","Public Works","Public Works-Street and Traffic-Streetlights",2012,6,185,0,63,34.0540540540541,"Public Works Public Works-Street and Traffic-Streetlights 2012 6",1.4972972972973,1,1.17549399571416,2.67279129301146,3.84828528872563,5.02377928443979,0.321803301583133,-0.85369069413103,-2.02918468984519,"2012.6","2012/06/30"
"6028","Public Works","Public Works-Street and Traffic-Streetlights",2012,7,188,0,63,33.5106382978723,"Public Works Public Works-Street and Traffic-Streetlights 2012 7",1.63297872340426,1,1.97264112420189,3.60561984760614,5.57826097180803,7.55090209600992,-0.339662400797631,-2.31230352499952,-4.2849446492014,"2012.7","2012/07/31"
"6029","Public Works","Public Works-Street and Traffic-Streetlights",2012,8,172,0,46,26.7441860465116,"Public Works Public Works-Street and Traffic-Streetlights 2012 8",1.41860465116279,1,2.62005364115916,4.03865829232195,6.6587119334811,9.27876557464026,-1.20144898999637,-3.82150263115552,-6.44155627231468,"2012.8","2012/08/31"
"6030","Public Works","Public Works-Street and Traffic-Streetlights",2012,9,213,0,63,29.5774647887324,"Public Works Public Works-Street and Traffic-Streetlights 2012 9",1.53051643192488,1,1.3511903263707,2.88170675829559,4.23289708466629,5.584087411037,0.179326105554178,-1.17186422081653,-2.52305454718723,"2012.9","2012/09/30"
"6031","Public Works","Public Works-Street and Traffic-Streetlights",2012,10,266,0,48,18.0451127819549,"Public Works Public Works-Street and Traffic-Streetlights 2012 10",1.54511278195489,1,3.6018646358736,5.14697741782848,8.74884205370208,12.3507066895757,-2.05675185391871,-5.6586164897923,-9.2604811256659,"2012.10","2012/10/31"
"6032","Public Works","Public Works-Street and Traffic-Streetlights",2012,11,223,0,63,28.2511210762332,"Public Works Public Works-Street and Traffic-Streetlights 2012 11",1.34529147982063,1,1.3662808003729,2.71157228019353,4.07785308056643,5.44413388093933,-0.0209893205522742,-1.38727012092518,-2.75355092129808,"2012.11","2012/11/30"
"6033","Public Works","Public Works-Street and Traffic-Streetlights",2012,12,196,0,63,32.1428571428571,"Public Works Public Works-Street and Traffic-Streetlights 2012 12",1.42857142857143,1,1.97938089258958,3.40795232116101,5.38733321375058,7.36671410634016,-0.550809464018149,-2.53019035660773,-4.5095712491973,"2012.12","2012/12/31"
"6034","Public Works","Public Works-Street and Traffic-Streetlights",2013,1,247,0,88,35.6275303643725,"Public Works Public Works-Street and Traffic-Streetlights 2013 1",1.79757085020243,1,5.90434542419841,7.70191627440084,13.6062616985993,19.5106071227977,-4.10677457399598,-10.0111199981944,-15.9154654223928,"2013.1","2013/01/31"
